Index,Kelas,Skenario,Deletion (↓),Insertion (↑),Robustness (↑),Sparsity (↑),Cost (Sec) (↓)
122,MildDemented,SCN-01: Grad-CAM,0.2751652332721278,0.5878458041232079,0.9238377213478088,0.7361088966836735,0.02883744239807129
122,MildDemented,SCN-02: LIME (n=100),0.1607252185603956,0.08564672968684739,0.9537496285807299,0.05921157525510204,1.7598981857299805
122,MildDemented,SCN-02: LIME (n=500),0.15860852793424096,0.11830409765649563,0.8550126204100789,0.06415417729591837,8.791858673095703
122,MildDemented,SCN-02: LIME (n=2000),0.06412892686946682,0.08234540248217592,0.9327962723327269,0.08573820153061225,33.1572527885437
122,MildDemented,SCN-03: SHAP (e=100),0.4395418618805707,0.4253835202318441,0.9559956593107084,0.125,1.436232566833496
122,MildDemented,SCN-03: SHAP (e=500),0.3836982922628522,0.3948131270706653,0.9324581655821379,0.03125,7.258227586746216
122,MildDemented,SCN-03: SHAP (e=2000),0.2773633753415197,0.27846247997949825,0.8901883828849022,0.0234375,28.201146602630615
944,MildDemented,SCN-01: Grad-CAM,0.4953713709844204,0.7725700964452697,0.9636160135269165,0.6893933354591837,0.02826666831970215
944,MildDemented,SCN-02: LIME (n=100),0.6576850557175931,0.8994979664683341,0.8611528534704342,0.03571428571428571,1.6972754001617432
944,MildDemented,SCN-02: LIME (n=500),0.1941870943063101,0.9436901077628136,0.9192052350139046,0.03870376275510204,8.530722618103027
944,MildDemented,SCN-02: LIME (n=2000),0.5127898517734137,0.9621557518839837,0.930089945814454,0.05151865433673469,32.1328489780426
944,MildDemented,SCN-03: SHAP (e=100),0.6058771213516594,0.7253614410758019,0.8981294316926014,0.0625,1.4339599609375
944,MildDemented,SCN-03: SHAP (e=500),0.5786507781594992,0.31991579886525867,0.9719547013315986,0.03125,7.083427906036377
944,MildDemented,SCN-03: SHAP (e=2000),0.6248114001005889,0.5598619595170021,0.9712383456198099,0.0234375,27.943100929260254
1110,MildDemented,SCN-01: Grad-CAM,0.45658641533828187,0.963423453271389,0.9496234059333801,0.6523038903061225,0.027494430541992188
